,SNR,lpix,mpix,boxc_width,time,dm,iblk,rawsn,total_sample,obstime_sec,mjd,dm_pccm3,ra_deg,dec_deg,cluster_id,spatial_id,mSNR,mSlope,mSlopeSmooth,lpix_rms,mpix_rms,num_samps,centl,centm,num_spatial,PSR_name,PSR_sep,RACS_name,RACS_sep,NEW_name,NEW_sep
931,12.3,10,25,0,153,77,93,386,23961,331.2369,60424.611707591,296.241,193.36862,-64.38684,956,-1,1.0,0.0,0.0,0.751,0.204,24,10.04,25.04,1,,,,,,
932,11.3,10,26,0,69,77,93,355,23877,330.0757,60424.611694151,296.241,193.36844,-64.38257,957,-1,1.0,0.0,0.0,0.693,0.508,28,10.04,25.46,1,,,,,,
933,10.3,10,25,0,97,77,93,322,23905,330.4627,60424.611698631,296.241,193.36862,-64.38684,958,-1,1.0,0.0,0.0,0.806,0.0,16,9.88,25.0,1,,,,,,
934,6.7,10,25,1,210,77,93,210,24018,332.0248,60424.611716711,296.241,193.36862,-64.38684,959,-1,1.0,0.0,0.0,0.447,0.447,5,10.2,25.2,1,,,,,,
941,6.2,62,130,5,2,254,93,195,23810,329.1494,60424.611683431,977.211,192.84091,-63.94135,966,-1,1.0,0.0,0.0,0.0,0.5,4,62.0,129.25,1,,,,,,
942,6.1,83,110,5,197,256,93,191,24005,331.8451,60424.611714631,984.905,192.63683,-64.02831,967,-1,1.0,0.0,0.0,0.0,0.0,3,83.0,110.0,1,,,,,,
943,19.7,10,25,0,122,77,94,618,24186,334.3473,60424.611743591,296.241,193.36859,-64.38684,968,-1,1.0,0.0,0.0,0.781,0.267,131,10.11,25.08,1,,,,,,
945,11.4,10,25,1,235,77,94,356,24299,335.9094,60424.611761671,296.241,193.36859,-64.38684,971,-1,1.0,0.0,0.0,0.732,0.402,26,9.85,25.19,1,,,,,,
946,11.6,10,25,0,66,77,94,364,24130,333.5731,60424.611734631,296.241,193.36859,-64.38684,972,-1,1.0,0.0,0.0,0.929,0.57,31,10.06,25.52,1,,,,,,
947,8.8,10,25,0,150,77,94,274,24214,334.7343,60424.611748071,296.241,193.36859,-64.38684,973,-1,1.0,0.0,0.0,0.707,0.441,9,10.33,25.78,1,,,,,,
948,7.4,11,26,0,38,77,94,231,24102,333.186,60424.611730151,296.241,193.35847,-64.38268,974,-1,1.0,0.0,0.0,0.548,0.548,6,10.5,25.5,1,,,,,,
953,6.3,219,220,3,57,253,94,196,24121,333.4487,60424.611733191,973.363,191.31755,-63.55185,979,-1,1.0,0.0,0.0,0.0,0.0,5,219.0,220.0,1,,,,,,
954,17.9,10,25,0,119,77,95,561,24439,337.8447,60424.611784071,296.241,193.36859,-64.38684,980,-1,1.0,0.0,0.0,0.961,0.499,102,10.25,25.44,1,,,,,,
955,12.2,10,25,1,232,77,95,381,24552,339.4069,60424.611802151,296.241,193.36859,-64.38684,981,-1,1.0,0.0,0.0,0.705,0.497,53,10.25,25.58,1,,,,,,
956,13.9,10,26,0,7,78,95,436,24327,336.2964,60424.611766151,300.088,193.36841,-64.38257,982,-1,1.0,0.0,0.0,0.789,0.432,54,9.98,25.76,1,,,,,,
957,12.7,10,26,0,175,77,95,397,24495,338.6189,60424.611793031,296.241,193.36841,-64.38257,983,-1,1.0,0.0,0.0,0.79,0.213,43,10.26,25.95,1,,,,,,
958,11.1,10,25,1,204,77,95,346,24524,339.0198,60424.611797671,296.241,193.36859,-64.38684,984,-1,1.0,0.0,0.0,0.759,0.407,30,10.1,25.2,1,,,,,,
959,7.6,10,26,1,91,76,95,238,24411,337.4577,60424.611779591,292.394,193.36841,-64.38257,985,-1,1.0,0.0,0.0,0.782,0.527,9,10.11,25.56,1,,,,,,
967,17.9,10,26,0,172,77,96,562,24748,342.1164,60424.611833511,296.241,193.36841,-64.38257,994,-1,1.0,0.0,0.0,0.877,0.23,90,10.49,25.94,1,,,,,,
968,18.3,10,25,0,144,77,96,572,24720,341.7293,60424.611829031,296.241,193.36859,-64.38684,995,-1,1.0,0.0,0.0,0.909,0.503,83,10.25,25.51,1,,,,,,
970,18.7,10,26,1,229,77,96,585,24805,342.9043,60424.611842631,296.241,193.36841,-64.38257,997,-1,1.0,0.0,0.0,0.928,0.439,109,10.46,25.74,1,,,,,,
971,12.1,10,26,1,4,77,96,379,24580,339.7939,60424.611806631,296.241,193.36841,-64.38257,998,-1,1.0,0.0,0.0,0.802,0.49,45,10.24,25.62,1,,,,,,
973,11.0,10,25,0,88,78,96,343,24664,340.9551,60424.611820071,300.088,193.36859,-64.38684,1000,-1,1.0,0.0,0.0,0.793,0.262,28,10.46,25.07,1,,,,,,
974,12.0,10,25,0,116,77,96,377,24692,341.3422,60424.611824551,296.241,193.36859,-64.38684,1001,-1,1.0,0.0,0.0,0.759,0.49,35,10.2,25.37,1,,,,,,
975,6.8,10,26,1,32,77,96,213,24608,340.181,60424.611811111,296.241,193.36841,-64.38257,1002,-1,1.0,0.0,0.0,0.516,0.0,6,10.33,26.0,1,,,,,,
982,6.3,48,128,5,28,257,96,196,24604,340.1257,60424.611810471,988.753,192.9781,-63.94902,1009,-1,1.0,0.0,0.0,0.0,0.0,4,48.0,128.0,1,,,,,,
984,14.8,10,26,1,225,76,97,464,25057,346.388,60424.611882951,292.394,193.36841,-64.38257,1011,-1,1.0,0.0,0.0,0.749,0.293,75,10.29,25.91,1,,,,,,
985,16.7,10,26,1,29,77,97,522,24861,343.6785,60424.611851591,296.241,193.36841,-64.38257,1012,-1,1.0,0.0,0.0,0.885,0.478,76,10.26,25.66,1,,,,,,
986,15.1,10,26,0,141,77,97,473,24973,345.2267,60424.611869511,296.241,193.36841,-64.38257,1013,-1,1.0,0.0,0.0,0.827,0.439,59,10.27,25.75,1,,,,,,
987,10.3,10,26,0,85,77,97,324,24917,344.4526,60424.611860551,296.241,193.36841,-64.38257,1014,-1,1.0,0.0,0.0,0.686,0.506,29,10.45,25.45,1,,,,,,
988,10.4,10,26,1,254,77,97,326,25086,346.7889,60424.611887591,296.241,193.36841,-64.38257,1015,-1,1.0,0.0,0.0,0.572,0.362,27,10.41,25.85,1,,,,,,
989,10.6,10,25,0,57,78,97,332,24889,344.0656,60424.611856071,300.088,193.36859,-64.38684,1016,-1,1.0,0.0,0.0,0.761,0.452,19,10.37,25.26,1,,,,,,
990,8.8,10,25,0,197,77,97,276,25029,346.0009,60424.611878471,296.241,193.36859,-64.38684,1017,-1,1.0,0.0,0.0,0.527,0.333,9,10.44,25.11,1,,,,,,
993,6.1,31,166,5,245,233,97,191,25077,346.6645,60424.611886151,896.418,193.13896,-63.78422,1020,-1,1.0,0.0,0.0,0.5,0.0,4,30.75,166.0,1,,,,,,
999,17.3,10,26,0,138,77,98,542,25226,348.7242,60424.611909991,296.241,193.36841,-64.38257,1026,-1,1.0,0.0,0.0,0.809,0.151,130,10.5,25.98,1,,,,,,
1000,19.7,10,25,0,194,77,98,616,25282,349.4984,60424.611918951,296.241,193.36859,-64.38684,1027,-1,1.0,0.0,0.0,0.857,0.501,117,10.52,25.47,1,,,,,,
1001,15.5,10,26,0,250,77,98,486,25338,350.2725,60424.611927911,296.241,193.36841,-64.38257,1028,-1,1.0,0.0,0.0,0.79,0.318,71,10.52,25.89,1,,,,,,
1003,9.1,10,25,0,110,77,98,285,25198,348.3372,60424.611905511,296.241,193.36859,-64.38684,1030,-1,1.0,0.0,0.0,0.655,0.5,16,10.19,25.38,1,,,,,,
1004,7.5,10,25,0,166,77,98,234,25254,349.1113,60424.611914471,296.241,193.36859,-64.38684,1031,-1,1.0,0.0,0.0,0.548,0.408,6,10.5,25.17,1,,,,,,
1010,6.2,181,70,6,131,256,98,193,25219,348.6274,60424.611908871,984.905,191.6721,-64.19945,1037,-1,1.0,0.0,0.0,0.0,0.0,4,181.0,70.0,1,,,,,,
1013,16.3,10,26,1,23,77,99,509,25367,350.6734,60424.611932551,296.241,193.36841,-64.38257,1040,-1,1.0,0.0,0.0,0.913,0.448,95,10.26,25.73,1,,,,,,
1014,12.4,10,25,1,51,77,99,388,25395,351.0605,60424.611937031,296.241,193.36859,-64.38684,1041,-1,1.0,0.0,0.0,0.72,0.504,56,10.25,25.52,1,,,,,,
1015,10.1,10,26,0,191,78,99,316,25535,352.9958,60424.611959431,300.088,193.36841,-64.38257,1042,-1,1.0,0.0,0.0,0.693,0.196,51,10.2,25.96,1,,,,,,
1016,11.6,11,26,0,219,78,99,362,25563,353.3829,60424.611963911,300.088,193.35847,-64.38268,1043,-1,1.0,0.0,0.0,0.791,0.255,44,10.55,25.93,1,,,,,,
1017,9.8,10,26,1,79,77,99,308,25423,351.4475,60424.611941511,296.241,193.36841,-64.38257,1044,-1,1.0,0.0,0.0,0.732,0.383,18,10.22,25.83,1,,,,,,
1020,10.0,10,25,1,20,77,100,312,25620,354.1709,60424.611973031,296.241,193.36859,-64.38684,1048,-1,1.0,0.0,0.0,0.686,0.503,20,10.05,25.4,1,,,,,,
1021,10.9,10,25,1,76,77,100,341,25676,354.945,60424.611981991,296.241,193.36859,-64.38684,1049,-1,1.0,0.0,0.0,0.663,0.494,53,10.42,25.6,1,,,,,,
1022,8.8,10,26,0,188,78,100,276,25788,356.4933,60424.611999911,300.088,193.36841,-64.38257,1050,-1,1.0,0.0,0.0,0.788,0.41,20,10.1,25.8,1,,,,,,
1023,8.5,10,25,0,216,77,100,267,25816,356.8804,60424.612004391,296.241,193.36859,-64.38684,1051,-1,1.0,0.0,0.0,0.422,0.483,10,10.2,25.7,1,,,,,,
1024,11.3,10,25,1,45,77,101,353,25901,358.0554,60424.612017991,296.241,193.36859,-64.38684,1052,-1,1.0,0.0,0.0,0.67,0.439,40,10.25,25.75,1,,,,,,
1025,12.3,10,26,0,213,77,101,386,26069,360.3779,60424.612044871,296.241,193.36841,-64.38257,1053,-1,1.0,0.0,0.0,0.794,0.498,46,10.24,25.59,1,,,,,,
1026,9.4,10,25,0,185,78,101,293,26041,359.9908,60424.612040391,300.088,193.36859,-64.38684,1054,-1,1.0,0.0,0.0,0.657,0.366,20,10.3,25.15,1,,,,,,
1027,9.3,11,26,0,98,78,102,290,26210,362.327,60424.612067431,300.088,193.35847,-64.38268,1055,-1,1.0,0.0,0.0,0.512,0.0,21,10.52,26.0,1,,,,,,
1028,12.9,10,25,1,39,78,103,404,26407,365.0504,60424.612098951,300.088,193.36859,-64.38684,1056,-1,1.0,0.0,0.0,0.924,0.253,74,10.46,25.07,1,,,,,,
1029,7.0,10,25,0,207,78,103,218,26575,367.3728,60424.612125831,300.088,193.36859,-64.38684,1057,-1,1.0,0.0,0.0,0.378,0.0,7,10.14,25.0,1,,,,,,
1030,9.6,10,25,0,235,77,103,301,26603,367.7599,60424.612130311,296.241,193.36859,-64.38684,1058,-1,1.0,0.0,0.0,0.498,0.0,21,10.38,25.0,1,,,,,,
1031,8.4,10,25,0,171,73,105,262,27051,373.953,60424.612201991,280.852,193.36859,-64.38684,1059,-1,1.0,0.0,0.0,0.511,0.511,18,10.44,25.56,1,,,,,,
1032,8.4,10,25,0,226,77,106,262,27362,378.2523,60424.612251751,296.241,193.36856,-64.38684,1060,-1,1.0,0.0,0.0,0.519,0.469,14,10.5,25.29,1,,,,,,
1033,8.9,10,25,1,23,77,108,278,27671,382.5239,60424.612301191,296.241,193.36856,-64.38684,1061,-1,1.0,0.0,0.0,0.506,0.396,27,10.44,25.19,1,,,,,,
1034,7.1,10,26,0,104,77,109,223,28008,387.1826,60424.612355111,296.241,193.36838,-64.38257,1062,-1,1.0,0.0,0.0,0.548,0.447,5,10.4,25.8,1,,,,,,
1035,11.0,10,26,0,129,77,110,344,28289,391.0671,60424.612400071,296.241,193.36838,-64.38257,1063,-1,1.0,0.0,0.0,0.785,0.357,48,10.35,25.85,1,,,,,,
1036,9.3,10,26,0,156,76,110,291,28316,391.4404,60424.612404391,292.394,193.36838,-64.38257,1064,-1,1.0,0.0,0.0,0.509,0.464,24,10.46,25.71,1,,,,,,
1037,6.9,11,26,1,239,77,111,215,28655,396.1267,60424.612458631,296.241,193.35844,-64.38268,1065,-1,1.0,0.0,0.0,0.516,0.0,6,10.67,26.0,1,,,,,,
1038,7.7,11,26,1,236,78,112,241,28908,399.6242,60424.612499111,300.088,193.35844,-64.38268,1066,-1,1.0,0.0,0.0,0.516,0.479,16,10.5,25.69,1,,,,,,
1039,10.3,10,25,1,89,77,114,322,29273,404.67,60424.612557511,296.241,193.36856,-64.38684,1067,-1,1.0,0.0,0.0,0.722,0.5,47,10.15,25.43,1,,,,,,
1040,7.1,10,25,0,142,78,115,221,29582,408.9416,60424.612606951,300.088,193.36856,-64.38684,1068,-1,1.0,0.0,0.0,0.548,0.0,5,10.4,25.0,1,,,,,,
1043,10.6,10,25,0,20,78,118,333,30228,417.8719,60424.612710311,300.088,193.36853,-64.38684,1071,-1,1.0,0.0,0.0,0.747,0.478,36,10.11,25.33,1,,,,,,
1044,10.7,10,25,0,48,77,118,335,30256,418.2589,60424.612714791,296.241,193.36853,-64.38684,1072,-1,1.0,0.0,0.0,0.674,0.507,23,10.0,25.43,1,,,,,,
1045,12.0,10,25,0,214,78,119,377,30678,424.0927,60424.612782311,300.088,193.36853,-64.38684,1073,-1,1.0,0.0,0.0,0.827,0.14,51,10.27,25.02,1,,,,,,
1046,7.5,10,26,0,184,73,119,234,30648,423.6779,60424.612777511,280.852,193.36835,-64.38257,1074,-1,1.0,0.0,0.0,0.51,0.477,22,10.45,25.32,1,,,,,,
1047,7.1,10,26,1,242,77,119,223,30706,424.4797,60424.612786791,296.241,193.36835,-64.38257,1075,-1,1.0,0.0,0.0,0.447,0.0,5,10.2,26.0,1,,,,,,
1048,9.0,10,26,0,239,78,120,281,30959,427.9772,60424.612827271,300.088,193.36835,-64.38257,1076,-1,1.0,0.0,0.0,0.51,0.0,22,10.45,26.0,1,,,,,,
1049,6.5,10,25,1,202,77,123,204,31690,438.0826,60424.612944231,296.241,193.36853,-64.38684,1077,-1,1.0,0.0,0.0,0.447,0.447,5,10.2,25.2,1,,,,,,
1052,10.7,10,25,0,220,77,126,335,32476,448.9482,60424.613069991,296.241,193.36853,-64.38684,1080,-1,1.0,0.0,0.0,0.771,0.315,55,10.33,25.11,1,,,,,,
1053,9.8,10,25,0,214,77,128,306,32982,455.9432,60424.613150951,296.241,193.36853,-64.38684,1081,-1,1.0,0.0,0.0,0.728,0.422,23,10.43,25.22,1,,,,,,
1054,16.0,10,25,0,11,77,130,502,33291,460.2148,60424.613200391,296.241,193.3685,-64.38684,1082,-1,1.0,0.0,0.0,0.885,0.502,94,10.23,25.47,1,,,,,,
1055,7.1,10,25,0,37,74,130,223,33317,460.5742,60424.613204551,284.699,193.3685,-64.38684,1083,-1,1.0,0.0,0.0,0.447,0.447,5,10.2,25.2,1,,,,,,
1056,7.3,11,26,0,33,77,132,228,33825,467.5968,60424.613285831,296.241,193.35838,-64.38268,1084,-1,1.0,0.0,0.0,0.519,0.439,13,10.46,25.77,1,,,,,,
1057,10.1,10,25,0,61,77,132,316,33853,467.9839,60424.613290311,296.241,193.3685,-64.38684,1085,-1,1.0,0.0,0.0,0.631,0.456,22,10.27,25.27,1,,,,,,
1058,6.1,10,25,1,114,75,133,192,34162,472.2555,60424.613339751,288.546,193.3685,-64.38684,1086,-1,1.0,0.0,0.0,0.0,0.0,3,10.0,25.0,1,,,,,,
1059,6.1,10,25,1,136,75,135,191,34696,479.6375,60424.613425191,288.546,193.3685,-64.38684,1087,-1,1.0,0.0,0.0,0.0,0.0,3,10.0,25.0,1,,,,,,
1060,7.2,10,25,1,218,78,136,225,35034,484.31,60424.613479271,300.088,193.3685,-64.38684,1088,-1,1.0,0.0,0.0,0.378,0.0,7,9.86,25.0,1,,,,,,
1061,7.2,10,25,0,10,73,139,224,35594,492.0515,60424.613568871,280.852,193.3685,-64.38684,1089,-1,1.0,0.0,0.0,0.599,0.48,13,10.23,25.31,1,,,,,,
1062,8.6,10,25,1,40,77,139,270,35624,492.4662,60424.613573671,296.241,193.3685,-64.38684,1090,-1,1.0,0.0,0.0,0.602,0.0,16,10.31,25.0,1,,,,,,
1063,10.1,10,26,0,171,77,142,317,36523,504.894,60424.613717511,296.241,193.36829,-64.38257,1091,-1,1.0,0.0,0.0,0.759,0.476,25,10.08,25.32,1,,,,,,
1064,7.8,10,25,1,128,77,147,244,37760,521.9943,60424.613915431,296.241,193.36847,-64.38684,1092,-1,1.0,0.0,0.0,0.514,0.47,17,10.47,25.71,1,,,,,,
1065,6.4,10,25,1,206,77,149,201,38350,530.1504,60424.614009831,296.241,193.36847,-64.38684,1093,-1,1.0,0.0,0.0,0.548,0.548,5,10.4,25.4,1,,,,,,
1067,7.4,10,25,0,190,77,154,233,39614,547.624,60424.614212071,296.241,193.36844,-64.38684,1095,-1,1.0,0.0,0.0,0.519,0.497,14,10.5,25.36,1,,,,,,
1068,8.3,10,25,0,218,77,154,261,39642,548.011,60424.614216551,296.241,193.36844,-64.38684,1096,-1,1.0,0.0,0.0,0.707,0.548,5,10.0,25.4,1,,,,,,
1069,9.8,10,25,1,97,78,157,307,40289,556.9551,60424.614320071,300.088,193.36844,-64.38684,1097,-1,1.0,0.0,0.0,0.679,0.0,40,10.28,25.0,1,,,,,,
1070,6.5,10,26,1,124,76,157,203,40316,557.3284,60424.614324391,292.394,193.36826,-64.38257,1098,-1,1.0,0.0,0.0,0.5,0.0,4,10.25,26.0,1,,,,,,
1071,8.6,11,26,0,178,78,158,268,40626,561.6138,60424.614373991,300.088,193.35832,-64.38268,1099,-1,1.0,0.0,0.0,0.51,0.0,25,10.52,26.0,1,,,,,,
1072,7.3,10,25,0,206,77,158,228,40654,562.0009,60424.614378471,296.241,193.36844,-64.38684,1100,-1,1.0,0.0,0.0,0.463,0.463,8,10.25,25.25,1,,,,,,
1073,11.3,10,25,0,84,77,161,354,41300,570.9312,60424.614481831,296.241,193.36844,-64.38684,1101,-1,1.0,0.0,0.0,0.834,0.499,54,10.61,25.43,1,,,,,,
1074,7.2,10,25,1,113,77,161,224,41329,571.3321,60424.614486471,296.241,193.36844,-64.38684,1102,-1,1.0,0.0,0.0,0.447,0.548,5,10.2,25.4,1,,,,,,
1075,7.9,10,26,1,166,78,162,246,41638,575.6037,60424.614535911,300.088,193.36826,-64.38257,1103,-1,1.0,0.0,0.0,0.626,0.0,23,10.13,26.0,1,,,,,,
1076,12.1,10,25,0,100,77,165,378,42340,585.3082,60424.614648231,296.241,193.36844,-64.38684,1104,-1,1.0,0.0,0.0,0.701,0.492,37,10.19,25.62,1,,,,,,
1077,7.1,10,25,0,128,77,165,223,42368,585.6953,60424.614652711,296.241,193.36844,-64.38684,1105,-1,1.0,0.0,0.0,0.408,0.408,6,10.17,25.17,1,,,,,,
1079,10.3,10,25,0,172,78,169,323,43436,600.4593,60424.614823591,300.088,193.36841,-64.38684,1107,-1,1.0,0.0,0.0,0.647,0.0,23,10.35,25.0,1,,,,,,
1080,17.6,10,26,0,234,77,3,552,1002,13.8516,60424.608034151,296.241,193.36867,-64.38257,40,0,0.993,0.0,0.0,0.795,0.102,96,10.5,25.99,2,,,,,,
1082,11.9,11,26,0,59,77,5,374,1339,18.5103,60424.608088071,296.241,193.35872,-64.38268,74,0,0.984,0.0,0.0,0.706,0.198,50,10.54,25.96,2,,,,,,
1084,18.2,10,25,0,100,77,10,570,2660,36.7718,60424.608299431,296.241,193.36882,-64.38684,145,0,0.995,0.0,0.0,0.806,0.328,132,10.23,25.12,2,,,,,,
1086,17.5,11,25,1,63,77,13,548,3391,46.8772,60424.608416391,296.241,193.35887,-64.38695,189,0,0.992,0.0,0.0,1.011,0.492,83,10.6,25.4,2,,,,,,
1088,19.0,11,26,0,144,78,14,595,3728,51.5359,60424.608470311,300.088,193.35869,-64.38268,200,0,0.981,0.0,0.0,0.931,0.499,140,10.68,25.56,2,,,,,,
1089,6.2,208,106,7,152,88,14,194,3736,51.6465,60424.608471591,338.561,191.41002,-64.04349,200,1,0.981,0.0,0.0,0.0,0.0,4,208.0,106.0,2,,,,,,
1090,17.9,11,26,0,116,78,14,562,3700,51.1488,60424.608465831,300.088,193.35869,-64.38268,201,0,0.985,0.0,0.0,0.905,0.456,90,10.63,25.71,2,,,,,,
1092,10.7,11,26,0,162,76,17,334,4514,62.4015,60424.608596071,292.394,193.35869,-64.38268,245,1,0.812,0.0,0.0,0.598,0.507,21,10.57,25.43,2,,,,,,
1093,6.7,133,50,4,165,76,17,210,4517,62.443,60424.608596551,292.394,192.14587,-64.28632,245,0,0.812,0.0,0.0,0.0,0.0,6,133.0,50.0,2,,,,,,
1096,16.5,11,26,1,4,77,23,516,5892,81.451,60424.608816551,296.241,193.35866,-64.38268,332,0,0.99,0.0,0.0,0.834,0.376,68,10.57,25.91,2,,,,,,
1098,20.6,10,25,1,95,77,30,645,7775,107.4816,60424.609117831,296.241,193.36879,-64.38684,415,0,0.995,0.0,0.0,0.961,0.487,129,10.47,25.62,2,,,,,,
1100,18.9,10,26,1,170,77,33,593,8618,119.1352,60424.609252711,296.241,193.36859,-64.38257,458,0,0.994,0.0,0.0,0.9,0.449,116,10.28,25.72,2,,,,,,
1102,19.0,10,25,1,251,77,34,594,8955,123.7939,60424.609306631,296.241,193.36876,-64.38684,475,0,0.985,0.0,0.0,0.904,0.496,93,10.2,25.42,2,,,,,,
1104,22.3,10,25,0,107,77,35,699,9067,125.3422,60424.609324551,296.241,193.36876,-64.38684,488,0,0.992,0.0,0.0,0.924,0.425,154,10.39,25.77,2,,,,,,
1106,27.3,10,25,0,251,77,43,855,11259,155.6444,60424.609675271,296.241,193.36876,-64.38684,542,0,0.987,0.019,0.0,1.029,0.483,230,10.38,25.37,3,,,,,,
1107,17.3,10,25,1,136,77,44,541,11400,157.5936,60424.609697831,296.241,193.36876,-64.38684,559,0,0.995,0.0,0.0,0.913,0.492,142,10.48,25.6,2,,,,,,
1109,23.0,10,25,0,170,77,51,721,13226,182.8362,60424.609989991,296.241,193.36873,-64.38684,653,0,0.996,0.0,0.0,1.008,0.22,138,10.27,25.95,2,,,,,,
1111,12.4,10,26,0,164,77,53,388,13732,189.8312,60424.610070951,296.241,193.36853,-64.38257,689,0,0.971,0.0,0.0,0.884,0.24,50,10.44,25.94,2,,,,,,
1113,20.9,10,25,0,130,77,55,654,14210,196.439,60424.610147431,296.241,193.36873,-64.38684,716,0,0.976,0.0,0.0,0.891,0.422,79,10.23,25.23,2,,,,,,
1114,6.6,183,38,0,130,77,55,207,14210,196.439,60424.610147431,296.241,191.6498,-64.33627,716,1,0.976,0.0,0.0,0.577,0.577,3,182.33,37.67,2,,,,,,
1115,20.7,10,25,0,158,77,55,647,14238,196.8261,60424.610151911,296.241,193.36873,-64.38684,717,0,0.989,0.0,0.0,0.977,0.43,112,10.37,25.24,2,,,,,,
1117,14.2,10,25,1,99,77,56,444,14435,199.5494,60424.610183431,296.241,193.36873,-64.38684,734,0,0.985,0.0,0.0,0.694,0.449,48,10.17,25.27,2,,,,,,
1119,16.6,10,25,0,205,77,58,520,15053,208.0927,60424.610282311,296.241,193.3687,-64.38684,760,0,0.984,0.0,0.0,0.809,0.44,89,10.12,25.26,2,,,,,,
1121,22.4,10,26,0,2,77,60,702,15362,212.3643,60424.610331751,296.241,193.3685,-64.38257,772,0,0.989,0.0,0.0,0.9,0.353,118,10.26,25.86,2,,,,,,
1123,15.9,10,25,1,243,77,64,499,16627,229.8517,60424.610534151,296.241,193.3687,-64.38684,838,0,0.989,0.0,0.0,0.827,0.438,71,10.27,25.75,2,,,,,,
1127,13.7,10,25,0,244,78,91,429,23540,325.417,60424.611640231,300.088,193.36862,-64.38684,936,0,0.985,0.0,0.0,0.758,0.394,48,10.25,25.19,2,,,,,,
1129,22.4,10,25,0,94,77,94,702,24158,333.9602,60424.611739111,296.241,193.36859,-64.38684,969,0,0.996,0.0,0.0,1.043,0.286,179,10.25,25.09,2,,,,,,
1131,24.1,10,26,1,1,77,97,755,24833,343.2914,60424.611847111,296.241,193.36841,-64.38257,993,0,0.996,0.0,0.0,1.033,0.469,183,10.1,25.68,2,,,,,,
1133,10.0,10,25,0,107,78,99,314,25451,351.8346,60424.611945991,300.088,193.36859,-64.38684,1045,0,0.942,0.0,0.0,0.76,0.506,13,10.08,25.62,2,,,,,,
